项目管理中心策划设计业务收入台账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合同基本信息,,,,,,,,,,,,,各部门合同额,,,,,,,,,,,,,,,收款条件,,,,节点执行情况,,,,,,,,,,,业务部门履约进展,,,累计,,,,,,各部门收入分配,,,,,,,,,,,,,,各部门回款分配,,,,,,,,,,,,,,法律合规,,,,开始时间,45323.00 ,,,,,,,,,
序号,区域,签订日期,项目名称,项目编号, ,合同编号,类型,甲方合同编号,"甲方单位
名称",总建面,单价描述,合同总金额,客研,创作中心,创作一室,创作二室,创作三室,工程中心,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,D e si g n R,项目管理,外委归属部门,次序,合同付款节点,比例,合同节点金额,收入金额,形式,收入日期,产值确认金额,产值确认日期,实际开票金额,开票日期,回款金额,回款时间,应收账款,备注,设计进度,"商务
沟通情况",成果确认单确认日期,累计收入,累计开票金额,累计回款金额,剩余收入,已确认收入未开票,已开票未回款,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,形成方式,合同审批方式,,,结束时间,45351.00 ,,,,,,,,,
90,外部,44283.00 ,济南十六局董家小学项目,CRCCRE-DC-XM-2021-003,董家街道东杨村等十村城中村改造安置房配套30班小学项目建筑设计咨询服务合同,CRCCRE-SJ-ZX-2021-003,咨询,,中铁十六局集团有限公司,21922.00 ,100000.00 ,100000.00 ,,,,,,,,100000.00 ,,,0.00 ,,,,,1.00 ,方完成施工图阶段的设计咨询工作且向甲方提交优化成果，甲方完成施工图审查并取得审查合格证后，十五个工作日内甲方支付全额设计优化咨询费的100%给乙方。如建设单位拨款滞后对乙方顺延。,1.00 ,100000.00 ,100000.00 ,产值确认,44551.00 ,100000.00 ,44551.00 ,100000.00 ,45119.00 ,100000.00 ,,0.00 ,,,,,100000.00 ,100000.00 ,100000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,100000.00 ,,,,,,,,,,,,,,100000.00 ,,,,,,,投标,OA,,,,,,,,,,,,,
91,西南,43160.00 ,中铁滨江项目,/,中铁建滨江项目施工图设计,/,施工图设计,,重庆建联新房地产开发有限公司,93728.00 ,20元/平方米,1874560.00 ,,,,,,189505.80 ,,,,,0.00 ,,,,,1.00 ,设计人在施工过程中配合发包人，工程竣工验收完毕，资料签署完毕后的20个工作日内。,0.10 ,188948.80 ,188948.80 ,产值确认单,44567.00 ,188948.80 ,44567.00 ,188948.80 ,44567.00 ,188948.80 ,45044.00 ,0.00 ,,,,,188948.80 ,188948.80 ,188948.80 ,1685611.20 ,0.00 ,0.00 ,,,,,,188948.80 ,,,,,,,,,,,,,,188948.80 ,,,,,,,,,,,,,,,,,,,,,,,
92,北方,44322.00 ,正定B号地块项目BIM,CRCCRE-DC-XM-2021-005,正定239-B地块项目地下室BIM管综优化技术咨询服务合同,CRCCRE-SJ-BIM-2021-003,BIM,CRCCRE-BF-HBXT-HYCYQ-QQ-2021-012,河北兴铁房地产开发有限公司,33112.90 ,地下室管综7.5元/㎡,248346.75 ,,,,,,,,,248346.75 ,,0.00 ,,,,,1.00 ,乙方提交第一版地下车库及地下室BIM模型且经过甲方确认后15个工作日内双方办理计价手续，按照建设工程规划许可证面积结算设计费。,0.40 ,99338.70 ,99338.70 ,产值确认单,44452.00 ,99338.70 ,44452.00 ,99338.70 ,44452.00 ,99338.70 ,44554.00 ,0.00 ,银信，22年5.25到期,,,,99338.70 ,243379.82 ,248346.76 ,149008.05 ,-144041.12 ,-4966.94 ,,,,,,,,,99338.70 ,,,,,,,,,,,,,,99338.70 ,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方根据甲方优化后的施工图纸提交BIM咨询优化报告、完成BIM范围的交底工作且经过甲方确认后15个工作日内双方办理计价手续，按照建设工程规划许可证面积结算设计费。,0.58 ,144041.12 ,144041.12 ,产值确认单,44536.00 ,144041.12 ,44536.00 ,144041.12 ,45216.00 ,144041.12 ,45253.00 ,0.00 ,,,,,,,,,,,,,,,,,,,144041.12 ,,,,,,,,,,,,,,144041.12 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方跟踪项目进度，完成设计变更的BIM模型更改，至项目取得竣工备案表后，按照建设工程规划许可证面积进行结算，次月支付剩余合同额。,0.02 ,4966.94 ,4966.94 ,预估,,4966.94 ,,,,4966.94 ,,0.00 ,,,,,,,,,,,,,,,,,,,4966.94 ,,,,,,,,,,,,,,4966.94 ,,,,,,,,,,,,,,,,,,,,
92,北方,44783.00 ,正定项目C号地块BIM设计,CRCCRE-DC-XM-2022-028,中国铁建花语城二期工程项目地下室BIM管综优化技术咨询服务合同,CRCCRE-SJ-BIM-2022-004,BIM,CRCCRE-BF-HBXT-HYCBQ-QQ-2022-015,河北兴铁房地产开发有限公司,42740.72 ,地下室管综7.5元/㎡,320555.40 ,,,,,,,,,320555.40 ,,,,,,,1.00 ,乙方提交第一版地下车库及地下室BIM模型且经过甲方确认后15个工作日内双方办理计价手续，按照建设工程规划许可证面积结算设计费。,0.40 ,128222.16 ,128222.16 ,产值确认单,44865.00 ,128222.16 ,44865.00 ,128222.16 ,45237.00 ,128222.16 ,45406.00 ,0.00 ,,,,,128222.16 ,314144.29 ,314144.29 ,192333.24 ,-185922.13 ,0.00 ,,,,,,,,,128222.16 ,,,,,,,,,,,,,,128222.16 ,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方根据甲方优化后的施工图纸提交BIM咨询优化报告、完成BIM范围的交底工作且经过甲方确认后15个工作日内双方办理计价手续，按照建设工程规划许可证面积结算设计费。,0.58 ,185922.13 ,185922.13 ,产值确认单,44865.00 ,185922.13 ,44865.00 ,185922.13 ,45663.00 ,185922.13 ,45680.00 ,0.00 ,,,,,,,,,,,,,,,,,,,185922.13 ,,,,,,,,,,,,,,185922.13 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方跟踪项目进度，完成设计变更的BIM模型更改，至项目取得竣工备案表后，按照建设工程规划许可证面积进行结算，次月支付剩余合同额。,0.02 ,6411.11 ,6411.11 ,预估,46326.00 ,,,,,0.00 ,,6411.11 ,,,,,,,,,,,,,,,,,,,6411.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,北方,44908.00 ,正定项目D号地块BIM设计,CRCCRE-DC-XM-2022-022,中国铁建花语城四期工程项目地下室BIM管综优化技术咨询服务合同,CRCCRE-SJ-BIM-2022-014,BIM,,河北兴铁房地产开发有限公司,51990.42 ,地下室管综7.5元/㎡,389928.15 ,,,,,,,,,389928.15 ,,0.00 ,0.00 ,,,,1.00 ,乙方提交第一版地下车库及地下室BIM模型且经过甲方确认后15个工作日内双方办理计价手续，按照建设工程规划许可证面积结算设计费。,0.40 ,155971.26 ,93582.76 ,产值确认单,44917.00 ,155971.26 ,44917.00 ,155971.26 ,45882.00 ,155971.26 ,45897.00 ,-62388.50 ,减去外委成本,,,,93582.76 ,155971.26 ,155971.26 ,296345.39 ,-62388.50 ,0.00 ,,,,,,,,,93582.76 ,,,,,,,,,,,,,,155971.26 ,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方根据甲方优化后的施工图纸提交BIM咨询优化报告、完成BIM范围的交底工作且经过甲方确认后15个工作日内双方办理计价手续，按照建设工程规划许可证面积结算设计费。,0.58 ,226158.33 ,135695.00 ,产值确认单,44917.00 ,,,,,0.00 ,,135695.00 ,,,,,,,,,,,,,,,,,,,135695.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方跟踪项目进度，完成设计变更的BIM模型更改，至项目取得竣工备案表后，按照建设工程规划许可证面积进行结算，次月支付剩余合同额。,0.02 ,7798.56 ,7798.56 ,,,,,,,0.00 ,,7798.56 ,,,,,,,,,,,,,,,,,,,7798.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,北方,44917.00 ,正定项目C地块咨询,CRCCRE-DC-XM-2022-029,中国铁建花语城二期、四期项目建筑设计咨询服务合同,CRCCRE-SJ-ZX-2022-004,咨询,CRCCRE-BF-HBXT-HYCDQ-QQ-2022-027,河北兴铁房地产开发有限公司,333655.15 ,"设计咨询：3.7元/㎡
广州博思：
3.3元/㎡",2335586.05 ,,,,,,,,1234524.05 ,,,,,,1101062.00 ,,1.00 ,合同签订后，甲方在提交首批设计资料给乙方后，三十个工作日内,0.20 ,467117.21 ,246904.81 ,产值确认单,44918.00 ,246904.81 ,44918.00 ,1868468.84 ,44995.00 ,246904.81 ,45008.00 ,0.00 ,第一次回款100万,,"甲方付款：100万
咨询：528600
外委：471400
按单价比例
（52.85%、47.14%）",,,,,,,,,,,,,,,246904.81 ,,,,,,,,,,,,,,246904.81 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220212.40 ,产值确认单,44995.00 ,220212.40 ,44995.00 ,,,220212.40 ,45008.00 ,0.00 ,第一次回款100万,,,,,,,,,,,,,,,,,,,,,,,220212.40 ,,,,,,,,,,,,,,220212.40 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方完成方案阶段的设计咨询工作并经甲方认可后，三十个工作日内，配合工规证获取后,0.30 ,700675.82 ,370357.22 ,产值确认单,44918.00 ,370357.22 ,44918.00 ,,,281695.19 ,45008.00 ,88662.03 ,第一次回款100万,,,,,,,,,,,,,,,,,370357.22 ,,,,,,,,,,,,,,281695.19 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88662.03 ,45069.00 ,0.00 ,第三次回款20万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88662.03 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330318.60 ,产值确认单,44995.00 ,330318.60 ,44995.00 ,,,251187.60 ,45008.00 ,79131.00 ,第一次回款100万,,,,,,,,,,,,,,,,,,,,,,,330318.60 ,,,,,,,,,,,,,,251187.60 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79131.00 ,45069.00 ,0.00 ,第三次回款20万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79131.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交第一版全专业施工图设计咨询报告后，三十个工作日内，配合获取图审合格证后,0.30 ,700675.82 ,370357.22 ,产值确认单,44918.00 ,370357.22 ,44918.00 ,,,158580.00 ,45039.00 ,211777.22 ,第二次回款30万,,,,,,,,,,,,,,,,,370357.22 ,,,,,,,,,,,,,,158580.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17057.97 ,45069.00 ,194719.25 ,第三次回款20万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17057.97 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176250.40 ,45225.00 ,18468.85 ,第四次回款35万,,未回款金额18468.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176250.40 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330318.60 ,产值确认单,44995.00 ,330318.60 ,44995.00 ,,,141420.00 ,45039.00 ,188898.60 ,第二次回款30万,,,,,,,,,,,,,,,,,,,,,,,330318.60 ,,,,,,,,,,,,,,141420.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15149.00 ,45069.00 ,173749.60 ,第三次回款20万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15149.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18468.84 ,46172.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18468.84 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173749.60 ,45225.00 ,0.00 ,第四次回款35万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173749.60 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方完成该项目设计咨询总结报告并经甲方认可后，三十个工作日内,0.20 ,467117.21 ,467117.21 ,产值确认单,45267.00 ,467117.21 ,45239.00 ,459508.21 ,45965.00 ,242882.91 ,46172.00 ,224234.30 ,,,"结算金额：2327977.05元
结算面积：
332568.15㎡",,,,,,,,,,,,,,,246900.00 ,,,,,,,,,,,,,,242882.91 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45267.00 ,,,,,216625.30 ,46172.00 ,-216625.30 ,,,,,,,,,,,,,,,,,,,,,,,,220217.21 ,,,,,,,,,,,,,,216625.30 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7609.00 ,产值确认单,46007.00 ,-7609.00 ,46007.00 ,,,0.00 ,,-7609.00 ,,,,,,,,,,,,,,,,,,-4021.90 ,,,,,,-3587.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,北方,44336.00 ,房山文娱项目,CRCCRE-DC-XM-2020-089,房山区长阳镇起步区6号地文化娱乐用地项目公共区域精装修设计合同,CRCCRE-SJ-GC-2021-003,精装,CRCCRE-BF-BJZD-WY-QQ-2021-002,中铁房地产集团北方有限公司,设计面积总计 1499 ㎡,,201650.00 ,,,,,,,201650.00 ,,,,0.00 ,,,,,1.00 ,合同签署生效之日起自乙方完成方案设计之日起且经甲方审核确认后30日内。,0.20 ,40330.00 ,161320.00 ,产值确认单,44478.00 ,161320.00 ,44478.00 ,161320.00 ,44478.00 ,161320.00 ,44530.00 ,0.00 ,,,,,201650.00 ,201650.00 ,201650.00 ,0.00 ,0.00 ,0.00 ,,,,,,34177.20 ,127142.80 ,,,,,,,,,,,,,34177.20 ,127142.80 ,,,,,,,,询价,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方完成扩初设计且经甲方审核确认后30日内。,0.20 ,40330.00 ,,,,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方完成施工图设计且经甲方审核确认后30日内。,0.40 ,80660.00 ,,,,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,自甲方装修工程施工完成后30日内，以实际的工作量据实结算。,0.20 ,40330.00 ,40330.00 ,产值确认单,45282.00 ,40330.00 ,45282.00 ,40330.00 ,45664.00 ,40330.00 ,46021.00 ,0.00 ,抵房租,,,,,,,,,,,,,,,8544.30 ,31785.70 ,,,,,,,,,,,,,8544.30 ,,,,,,31785.70 ,,,,,,,,,,,,,,,,,
94,外部,44348.00 ,高安市全民健身体育中心项目,CRCCRE-DC-XM-2021-008,网架工程设计深化协议,CRCCRE-SJ-BIM-2021-005,BIM深化,,北京城建精工钢结构工程有限公司,约2500m²,30000.00 ,30000.00 ,,,,,,,,,,30000.00 ,0.00 ,,,,,1.00 ,乙方提供全套加工图后5个工作日内甲方支付贰万元，网架安装完成后5个工作日内支付壹万元,1.00 ,30000.00 ,15000.00 ,产值确认,44551.00 ,,,,,0.00 ,,15000.00 ,,,,,15000.00 ,0.00 ,0.00 ,15000.00 ,15000.00 ,0.00 ,,,,,,,,,,15000.00 ,,,,,,,,,,,,,,,,,,,直委,OA,,,,,,,,,,,,,
95,东北,44382.00 ,长春平阳街项目（解除合同完成）,CRCCRE-DC-XM-2021-019,平阳街项目BIM技术咨询服务合同,CRCCRE-SJ-BIM-2021-010,BIM,,长春京德房地产开发有限公司,地下室15625.17m²，标准层4154.22m²,7.5元/㎡,148345.43 ,,,,,,,,,148345.43 ,,0.00 ,,,,,1.00 ,付款时间：在乙方提交最终版的全专业BIM模型（V2.0）和BIM管综优化报告后，经甲方对成果验收合格后30日内将合同额全款一次支付给乙方。,1.00 ,148345.43 ,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,148345.43 ,0.00 ,0.00 ,,,,,,,,,148345.43 ,,,,,,,,,,,,,,,,,,,,询价,OA,,,,,,,,,,,,,
96,东北,44382.00 ,长春平阳街项目、岳阳街项目（解除合同完成）,CRCCRE-DC-XM-2021-020,平阳街项目、岳阳街项目建筑设计咨询服务合同,CRCCRE-SJ-ZX-2021-004,咨询,,长春京德房地产开发有限公司,108533.57 ,施工图咨询5元/㎡,542667.85 ,,,,,,,,542667.85 ,,,0.00 ,,,,,1.00 ,付款时间：在乙方提交终版施工图优化咨询报告后，经甲方对成果验收合格后30日内将合同额全款一次支付给乙方。,1.00 ,542667.85 ,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,542667.85 ,0.00 ,0.00 ,,,,,,,,542667.85 ,,,,,,,,,,,,,,,,,,,,,询价,OA,,,,,,,,,,,,,
97,北方,44400.00 ,房山文娱项目,,房山区长阳镇起步区6号地文化娱乐用地项目办公及就餐区域精装修设计合同,CRCCRE-SJ-GC-2021-005,精装,CRCCRE-BF-BJZD-WY-QQ-2021-007,中铁房地产集团北方有限公司,设计面积总计 4882 ㎡,81.93 ,400000.00 ,,,,,,88120.10 ,292879.90 ,19000.00 ,,,0.00 ,,,,,1.00 ,合同签署生效之日起自乙方完成方案设计且经甲方审核确认后30日内。,0.20 ,80000.00 ,80000.00 ,产值确认单,44551.00 ,80000.00 ,44551.00 ,160000.00 ,45231.00 ,80000.00 ,45257.00 ,0.00 ,吴迪对接,,,,480000.00 ,387990.28 ,387990.28 ,-80000.00 ,92009.72 ,0.00 ,,,,,,,80000.00 ,,,,,,,,,,,,,,,,,,,80000.00 ,,,询价,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方完成扩初设计且经甲方审核确认后30日内。,0.20 ,80000.00 ,80000.00 ,产值确认单,44551.00 ,80000.00 ,44551.00 ,,,80000.00 ,45257.00 ,0.00 ,吴迪对接,,,,,,,,,,,,,,,35248.04 ,44751.96 ,,,,,,,,,,,,,35248.04 ,,,,,,44751.96 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方完成施工图设计且经甲方审核确认后30日内。,0.40 ,160000.00 ,160000.00 ,产值确认单,44879.00 ,160000.00 ,44879.00 ,160000.00 ,45799.00 ,160000.00 ,46021.00 ,0.00 ,抵房租,,,,,,,,,,,,,,,35248.04 ,109551.96 ,15200.00 ,,,,,,,,,,,,35248.04 ,,15200.00 ,,,,109551.96 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,自甲方装修工程施工完成后30日内，按照本协议6.1条款规定结算工程总造价，支付扣除前三次付款总额的余额。,0.20 ,80000.00 ,160000.00 ,产值确认单,45287.00 ,160000.00 ,45287.00 ,67990.28 ,45799.00 ,67990.28 ,46021.00 ,92009.72 ,抵房租,,,,,,,,,,,,,,,68800.00 ,91200.00 ,,,,,,,,,,,,,29235.82 ,,,,,,38754.46 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,,,,-80000.00 ,,,-80000.00 ,,,,,,,,,,,,,,,,,,,,,,-34400.00 ,-45600.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,,,,-12009.72 ,,,-12009.72 ,,,,,,,,,,,,,,,,,,,,,,-5164.18 ,-6845.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,北方,43203.00 ,济南华山北项目（完结）,,济南华山北项目规划设计咨询合同,CRCCRE-SJ-CZ-2018-015,可研,,中铁房地产集团济南第六大洲有限公司,,,440000.00 ,,,440000.00 ,,,,,,,,0.00 ,,,,,1.00 ,配合控规调整，合同签订后15个工作日内支付,1.00 ,150000.00 ,300000.00 ,产值确认,44418.00 ,300000.00 ,44418.00 ,300000.00 ,44418.00 ,300000.00 ,44428.00 ,0.00 ,,完成,,,300000.00 ,300000.00 ,300000.00 ,140000.00 ,0.00 ,0.00 ,,,150000.00 ,,150000.00 ,,,,,,,,,,,,150000.00 ,,150000.00 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,一期土地经营阶段可行性研究，合同签订后15个工作日内支付,0.50 ,145000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"设计成果待甲方确认后
15个工作日内支付",0.50 ,145000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,北方,44441.00 ,济南郭店土河以东地块项目（花语拾光）,CRCCRE-DC-XM-2021-011,济南市历城区土河东项目规划建筑方案及建筑设计咨询服务合同,CRCCRE-SJ-CZ-2021-009,方案+咨询,,中铁房地产集团济南置业有限公司,"合同面积：150482㎡
规证面积：
148436.31㎡",方案18元/㎡，设计咨询5元/㎡,3414035.14 ,,,2519557.93 ,,,,,867758.67 ,,,0.00 ,,,26718.54 ,,方案-1,合同签订15个工作日内支付,0.20 ,541735.20 ,541735.20 ,产值确认单,44523.00 ,541735.20 ,44523.00 ,541735.20 ,44523.00 ,541735.20 ,44554.00 ,0.00 ,银信，22年6.22到期,,,,3414035.13 ,3173124.51 ,3313378.06 ,0.01 ,240910.62 ,-140253.55 ,,,500563.32 ,,,,,24919.82 ,,,,,,16252.06 ,,,500563.32 ,,,,,24919.82 ,,,,,,16252.06 ,直委,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-2,方案调整、修改完成并通过政府审查后（规划复函）15个工作日内支付,0.40 ,1083470.40 ,1083470.40 ,产值确认单,44523.00 ,1083470.40 ,44523.00 ,1083470.40 ,44523.00 ,1083470.40 ,44554.00 ,0.00 ,,,,,,,,,,,,,1001126.65 ,,,,,49839.64 ,,,,,,32504.11 ,,,1001126.65 ,,,,,49839.64 ,,,,,,32504.11 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-3,甲方取得《规划许可证》之日起15个工作日内,0.35 ,948036.60 ,948036.60 ,产值确认单,44523.00 ,948036.60 ,44523.00 ,948036.60 ,44523.00 ,948036.60 ,44554.00 ,0.00 ,,,,,,,,,,,,,875985.82 ,,,,,43609.68 ,,,,,,28441.10 ,,,875985.82 ,,,,,43609.68 ,,,,,,28441.10 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-4,施工配合、竣工验收完成、结算完毕15个工作日内，按照《规划许可证》建筑面积进行结算,0.05 ,135433.80 ,98611.38 ,预估,,,,,,0.00 ,,98611.38 ,,,,,,,,,,,,,91403.40 ,,,,,7207.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-1,合同签订后，甲方提交首批设计资料给乙方后，15个工作日内支付施工图设计咨询费,0.20 ,150482.00 ,150482.00 ,产值确认单,44550.00 ,150482.00 ,44550.00 ,148436.31 ,44673.00 ,148436.31 ,44679.00 ,2045.69 ,,,,,,,,,,,,,,,,,,150482.00 ,,,,,,,,,,,,,,148436.31 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-2,乙方提交全专业施工图设计咨询报告后，并经甲方认可后15个工作日内支付施工图设计咨询费,0.60 ,451446.00 ,451446.00 ,产值确认单,44550.00 ,451446.00 ,44550.00 ,451446.00 ,44886.00 ,451446.00 ,44924.00 ,0.00 ,,,,,,,,,,,,,,,,,,451446.00 ,,,,,,,,,,,,,,451446.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-3,甲方完成施工图审查并取得审查合格证后15个工作日内支付施工图设计咨询费，按照《规划许可证》建筑面积进行结算,0.20 ,150482.00 ,140253.55 ,产值确认单,44852.00 ,140253.55 ,,,,140253.55 ,,0.00 ,2025.12竣工验收,,,,,,,,,,,,,,,,,140253.55 ,,,,,,,,,,,,,,140253.55 ,,,,,,,,,,,,,,,,,,,,,
100,华南,44480.00 ,广州佛山市顺德区北滘TOD项目（完结）,,"佛山市顺德区北滘TOD项目
概念规划与城市设计服务管理合同",CRCCRE-SJ-TOD-2021-001,TOD,,佛山市顺德区顺嘉房地产有限公司,,,2200000.00 ,,,,,,,,,,,2200000.00 ,,,,,1.00 ,第一期服务费用：本合同签订后，乙方提交第一阶段成果并经甲方确认后5个日历日内，甲方支付合同总额的40%作为第一期款项，即支付人民币（¥880000元）；(含税),0.40 ,880000.00 ,880000.00 ,产值确认单,44491.00 ,880000.00 ,44491.00 ,880000.00 ,44491.00 ,880000.00 ,44558.00 ,0.00 ,,,,,1760000.00 ,1760000.00 ,1760000.00 ,440000.00 ,0.00 ,0.00 ,,,,,,,,,,,880000.00 ,,,,,,,,,,,,,,880000.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,第二期服务费用：乙方提交第二阶段成果并经甲方确认后5个日历日内，甲方支付合同总额的40% 作为项目第二期款项，即支付人民币（¥880000元）；(含税),0.40 ,880000.00 ,880000.00 ,产值确认单,44491.00 ,880000.00 ,44491.00 ,880000.00 ,44491.00 ,880000.00 ,44733.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,880000.00 ,,,,,,,,,,,,,,880000.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,第三期服务费用：乙方提交最终成果并经甲方（华南区域公司负责人）确认后5个日历日内，甲方支付合同总额的20%作为项目第三期款项，即支付人民币   ¥440000元(含税)。,0.20 ,440000.00 ,,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,440000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
